X[m]	Y[m]	Z[m]	WSS[Pa]
-10.620000	-56.065000	-0.902000	1.486140
-11.276000	-55.508000	-0.392000	1.873530
-11.282000	-56.164000	-1.496000	1.715490
-11.341000	-55.685000	-0.536000	1.769780
-11.351000	-55.615000	-0.479000	1.799690
-10.577000	-56.139000	-1.069000	1.431400
-11.519000	-55.874000	-1.002000	2.708070
-10.598000	-56.195000	-1.211000	1.334440
-11.578000	-55.872000	-1.077000	2.935540
-10.998000	-55.874000	-0.640000	1.704250
-10.971000	-55.773000	-0.518000	1.505540
-10.687000	-56.292000	-1.466000	1.076350
-11.529000	-55.964000	-1.308000	3.265710
-11.598000	-55.908000	-1.239000	3.241380
-11.411000	-55.755000	-0.654000	1.911490
-11.636000	-55.867000	-1.154000	3.077430
-10.503000	-56.111000	-1.012000	1.383580
-10.527000	-56.072000	-0.926000	1.426830
-11.409000	-56.085000	-1.420000	2.042720
-10.952000	-55.650000	-0.421000	1.510930
-11.441000	-55.819000	-0.786000	2.192620
-10.871000	-55.459000	-0.323000	1.649010
-10.901000	-55.379000	-0.289000	1.675630
-10.885000	-55.596000	-0.385000	1.533150
-11.157000	-56.227000	-1.599000	1.586210
-10.802000	-55.403000	-0.301000	1.678500
-10.827000	-55.338000	-0.274000	1.680500
-11.695000	-55.860000	-1.225000	3.173100
-11.673000	-55.891000	-1.294000	3.281660
-11.087000	-55.361000	-0.296000	1.892870
-11.202000	-55.371000	-0.320000	2.025750
-10.565000	-56.260000	-1.356000	0.983318
-10.893000	-55.286000	-0.249000	1.633300
-10.789000	-55.280000	-0.249000	1.634880
-10.829000	-55.227000	-0.224000	1.571410
-10.990000	-55.332000	-0.273000	1.734680
-10.966000	-55.932000	-0.707000	1.684370
-10.562000	-56.168000	-1.141000	1.376100
-11.618000	-55.926000	-1.322000	3.255680
-11.247000	-56.190000	-1.580000	1.692200
-10.867000	-55.950000	-0.716000	1.596290
-10.710000	-56.317000	-1.556000	1.055300
-10.646000	-56.023000	-0.822000	1.483990
-10.551000	-56.032000	-0.843000	1.430210
-10.593000	-56.295000	-1.440000	0.897418
-11.159000	-55.301000	-0.276000	1.904150
-11.078000	-55.272000	-0.253000	1.797730
-10.934000	-55.835000	-0.580000	1.641630
-10.478000	-56.150000	-1.103000	1.252440
-10.410000	-56.117000	-1.034000	1.206550
-10.433000	-56.080000	-0.950000	1.304300
-11.499000	-55.827000	-0.857000	2.340010
-11.425000	-55.699000	-0.587000	1.866440
-11.431000	-55.631000	-0.528000	1.910510
-11.291000	-55.418000	-0.359000	2.077320
-11.104000	-56.256000	-1.679000	1.515270
-11.051000	-56.283000	-1.749000	1.436060
-10.908000	-55.725000	-0.466000	1.450180
-10.845000	-55.668000	-0.429000	1.470640
-10.770000	-55.963000	-0.729000	1.549250
-10.534000	-56.227000	-1.273000	1.057210
-10.912000	-56.326000	-1.794000	1.321330
-10.827000	-56.345000	-1.771000	1.180840
-11.369000	-56.124000	-1.501000	1.865440
-10.727000	-56.340000	-1.647000	1.038970
-10.824000	-55.535000	-0.357000	1.565920
-10.763000	-55.474000	-0.331000	1.593030
-11.559000	-55.831000	-0.929000	2.505830
-11.617000	-55.830000	-1.003000	2.749770
-11.677000	-55.830000	-1.076000	2.815680
-11.734000	-55.824000	-1.151000	2.935900
-11.525000	-55.993000	-1.390000	3.240100
-11.488000	-56.039000	-1.445000	2.702010
-10.898000	-55.192000	-0.210000	1.588720
-10.745000	-55.208000	-0.222000	1.564310
-10.809000	-55.152000	-0.195000	1.522500
-11.751000	-55.856000	-1.300000	3.198880
-11.698000	-55.898000	-1.384000	3.346400
-11.801000	-55.846000	-1.372000	3.193250
-11.775000	-55.870000	-1.437000	3.402580
-10.742000	-55.342000	-0.278000	1.664230
-11.479000	-55.765000	-0.718000	2.107190
-11.362000	-55.536000	-0.434000	1.924430
-11.228000	-56.208000	-1.654000	1.694440
-10.470000	-56.259000	-1.337000	0.771248
-10.713000	-55.126000	-0.192000	1.501870
-10.339000	-56.087000	-0.977000	1.112530
-10.985000	-55.238000	-0.231000	1.700520
-10.899000	-55.894000	-0.646000	1.646300
-11.600000	-55.954000	-1.388000	3.246840
-10.502000	-56.191000	-1.192000	1.158900
-11.811000	-55.865000	-1.510000	3.234630
-11.726000	-55.901000	-1.487000	3.551610
-10.800000	-55.912000	-0.656000	1.554340
-10.745000	-56.363000	-1.738000	1.000590
-10.673000	-55.977000	-0.744000	1.471950
-10.617000	-56.326000	-1.527000	0.833084
-10.639000	-56.354000	-1.616000	0.822186
-11.513000	-55.701000	-0.649000	2.045990
-11.509000	-55.641000	-0.578000	2.037500
-11.182000	-56.232000	-1.706000	1.615760
-11.133000	-56.258000	-1.775000	1.529070
-11.316000	-55.331000	-0.322000	2.115540
-11.250000	-55.276000	-0.279000	1.957270
-11.175000	-55.214000	-0.236000	1.788750
-11.070000	-55.182000	-0.214000	1.725540
-10.457000	-56.038000	-0.867000	1.352800
-10.363000	-56.042000	-0.895000	1.253230
-10.437000	-56.222000	-1.256000	0.834890
-10.499000	-56.296000	-1.419000	0.721764
-11.567000	-55.994000	-1.462000	3.138740
-11.539000	-55.775000	-0.789000	2.277380
-10.869000	-55.790000	-0.527000	1.545400
-10.804000	-55.740000	-0.478000	1.452030
-10.577000	-55.987000	-0.763000	1.403390
-10.769000	-56.382000	-1.829000	0.943522
-10.855000	-56.356000	-1.859000	1.131250
-10.382000	-56.151000	-1.105000	1.027350
-10.316000	-56.128000	-1.060000	0.932099
-10.269000	-56.045000	-0.925000	1.085410
-10.246000	-56.093000	-1.007000	0.878492
-10.882000	-55.098000	-0.174000	1.549130
-10.785000	-55.064000	-0.165000	1.493800
-10.781000	-55.610000	-0.394000	1.491960
-10.719000	-55.547000	-0.366000	1.526860
-10.996000	-56.307000	-1.815000	1.369560
-11.378000	-55.456000	-0.391000	2.003620
-11.791000	-55.819000	-1.225000	3.023360
-11.845000	-55.814000	-1.299000	3.018840
-11.598000	-55.781000	-0.860000	2.426370
-11.658000	-55.785000	-0.932000	2.591350
-11.718000	-55.787000	-1.004000	2.630930
-11.777000	-55.787000	-1.077000	2.669700
-11.451000	-56.084000	-1.515000	2.143690
-11.444000	-55.559000	-0.477000	1.973120
-11.855000	-55.835000	-1.444000	3.154210
-11.332000	-56.155000	-1.583000	1.810260
-11.298000	-56.179000	-1.662000	1.761330
-10.694000	-55.271000	-0.252000	1.620260
-10.650000	-55.191000	-0.223000	1.553950
-10.701000	-55.410000	-0.307000	1.597240
-11.764000	-55.897000	-1.574000	3.385220
-11.849000	-55.860000	-1.590000	3.039610
-11.797000	-55.883000	-1.659000	3.293910
-10.688000	-55.039000	-0.163000	1.459840
-10.976000	-55.142000	-0.193000	1.651020
-10.833000	-55.851000	-0.590000	1.608960
-11.648000	-55.946000	-1.468000	3.324380
-10.406000	-56.185000	-1.174000	0.935145
-10.659000	-56.379000	-1.706000	0.825213
-10.682000	-56.401000	-1.798000	0.797039
-10.702000	-55.926000	-0.669000	1.467210
-10.604000	-55.938000	-0.685000	1.377370
-10.481000	-55.994000	-0.785000	1.344130
-11.080000	-56.280000	-1.845000	1.457780
-10.940000	-56.330000	-1.887000	1.289250
-10.740000	-55.683000	-0.438000	1.442800
-10.677000	-55.620000	-0.405000	1.463680
-10.525000	-56.331000	-1.503000	0.668183
-10.767000	-55.804000	-0.537000	1.531240
-10.301000	-56.173000	-1.153000	0.712269
-10.223000	-56.137000	-1.091000	0.662060
-10.387000	-55.997000	-0.813000	1.304340
-10.293000	-55.997000	-0.844000	1.237930
-11.681000	-55.935000	-1.558000	3.554680
-11.527000	-56.033000	-1.533000	2.825090
-11.259000	-56.204000	-1.734000	1.696470
-11.213000	-56.229000	-1.801000	1.615590
-10.175000	-56.052000	-0.955000	0.825617
-10.153000	-56.101000	-1.037000	0.601488
-10.548000	-56.365000	-1.588000	0.634300
-11.578000	-55.720000	-0.724000	2.187390
-11.414000	-56.118000	-1.594000	1.937350
-11.834000	-55.782000	-1.151000	2.781630
-11.889000	-55.778000	-1.227000	2.790150
-11.896000	-55.805000	-1.375000	2.998120
-11.942000	-55.773000	-1.304000	2.782820
-11.639000	-55.730000	-0.794000	2.307500
-11.699000	-55.735000	-0.865000	2.464970
-11.760000	-55.739000	-0.935000	2.551020
-11.820000	-55.742000	-1.007000	2.503840
-10.407000	-56.294000	-1.402000	0.571123
-10.373000	-56.257000	-1.321000	0.579716
-10.659000	-55.481000	-0.339000	1.530770
-11.350000	-55.249000	-0.284000	1.983640
-11.294000	-55.185000	-0.241000	1.823310
-11.228000	-55.139000	-0.210000	1.733420
-11.146000	-55.122000	-0.194000	1.687600
-10.646000	-55.340000	-0.283000	1.594810
-10.596000	-55.263000	-0.257000	1.572620
-11.897000	-55.829000	-1.523000	2.988410
-11.376000	-56.145000	-1.673000	1.838940
-11.716000	-55.922000	-1.646000	3.590090
-10.607000	-55.099000	-0.192000	1.476390
-10.962000	-55.045000	-0.158000	1.596850
-10.860000	-54.992000	-0.142000	1.546420
-10.752000	-54.971000	-0.140000	1.498140
-11.396000	-55.372000	-0.358000	2.099400
-11.522000	-55.575000	-0.523000	2.015340
-11.460000	-55.483000	-0.433000	2.009930
-11.880000	-55.845000	-1.675000	3.072880
-11.827000	-55.868000	-1.741000	3.303380
-11.579000	-55.641000	-0.617000	2.073210
-10.608000	-55.009000	-0.161000	1.447510
-10.795000	-56.390000	-1.922000	0.903205
-11.604000	-55.983000	-1.546000	3.266970
-11.056000	-55.087000	-0.176000	1.646140
-10.732000	-55.866000	-0.602000	1.525140
-10.338000	-56.216000	-1.241000	0.625445
-11.638000	-55.967000	-1.634000	3.556630
-10.507000	-55.946000	-0.706000	1.301810
-10.412000	-55.947000	-0.733000	1.297240
-10.600000	-55.411000	-0.315000	1.537600
-10.546000	-55.336000	-0.289000	1.530290
-10.199000	-56.001000	-0.874000	1.035470
-10.569000	-56.392000	-1.677000	0.643710
-10.593000	-56.420000	-1.767000	0.646465
-10.633000	-55.879000	-0.615000	1.423480
-10.707000	-56.415000	-1.891000	0.772341
-10.701000	-55.752000	-0.490000	1.442570
-10.636000	-55.692000	-0.451000	1.421370
-10.615000	-55.553000	-0.377000	1.481390
-10.881000	-56.358000	-1.954000	1.145520
-11.136000	-55.028000	-0.161000	1.646110
-11.221000	-55.061000	-0.180000	1.690720
-11.303000	-55.093000	-0.201000	1.720340
-10.433000	-56.331000	-1.483000	0.559545
-11.489000	-56.068000	-1.608000	2.461800
-11.450000	-56.099000	-1.687000	2.179870
-10.318000	-55.947000	-0.764000	1.291100
-10.313000	-56.289000	-1.391000	0.458565
-10.275000	-56.250000	-1.314000	0.420642
-11.420000	-55.290000	-0.322000	2.068040
-11.621000	-55.662000	-0.669000	2.104440
-11.336000	-56.170000	-1.751000	1.774240
-11.291000	-56.193000	-1.825000	1.726670
-11.025000	-56.305000	-1.915000	1.370760
-11.878000	-55.742000	-1.080000	2.529510
-11.936000	-55.744000	-1.154000	2.419600
-11.990000	-55.740000	-1.232000	2.379340
-11.944000	-55.799000	-1.454000	2.886880
-11.992000	-55.769000	-1.383000	2.636560
-11.680000	-55.675000	-0.733000	2.203340
-11.478000	-55.405000	-0.391000	2.036060
-11.539000	-55.504000	-0.475000	2.020920
-11.741000	-55.683000	-0.800000	2.286160
-11.801000	-55.688000	-0.869000	2.387130
-11.863000	-55.694000	-0.939000	2.346890
-10.655000	-54.947000	-0.137000	1.458550
-11.934000	-55.821000	-1.608000	2.906170
-11.749000	-55.906000	-1.731000	3.531860
-11.906000	-55.831000	-1.762000	3.120900
-11.852000	-55.853000	-1.816000	3.288100
-11.783000	-55.887000	-1.816000	3.449810
-11.162000	-56.251000	-1.872000	1.558690
-10.549000	-55.180000	-0.230000	1.522820
-10.455000	-56.366000	-1.567000	0.546632
-10.956000	-54.946000	-0.132000	1.618270
-10.883000	-54.901000	-0.119000	1.586640
-10.802000	-54.896000	-0.117000	1.533740
-10.205000	-56.173000	-1.165000	0.467886
-10.121000	-56.147000	-1.127000	0.366508
-11.596000	-55.587000	-0.569000	2.025860
-10.104000	-56.008000	-0.904000	0.758217
-10.080000	-56.061000	-0.984000	0.543690
-11.386000	-55.183000	-0.253000	1.799500
-10.537000	-55.025000	-0.174000	1.437080
-10.665000	-55.817000	-0.550000	1.461660
-11.563000	-56.017000	-1.622000	3.147350
-11.047000	-54.990000	-0.145000	1.618360
-10.238000	-56.210000	-1.235000	0.417092
-10.069000	-56.105000	-1.057000	0.389172
-10.617000	-56.435000	-1.861000	0.663883
-10.819000	-56.384000	-2.019000	0.978350
-10.733000	-56.419000	-1.987000	0.759460
-10.641000	-56.439000	-1.957000	0.690122
-10.535000	-55.889000	-0.633000	1.325990
-10.438000	-55.894000	-0.656000	1.258610
-10.476000	-56.402000	-1.652000	0.541115
-10.501000	-56.432000	-1.740000	0.546503
-10.224000	-55.948000	-0.795000	1.191490
-10.573000	-55.626000	-0.418000	1.429120
-10.345000	-56.325000	-1.468000	0.490544
-10.140000	-56.197000	-1.222000	0.250441
-10.129000	-55.953000	-0.824000	0.957216
-11.410000	-56.126000	-1.766000	2.036960
-11.366000	-56.151000	-1.843000	1.940190
-11.964000	-55.807000	-1.698000	2.921600
-10.496000	-55.256000	-0.265000	1.516430
-11.523000	-56.048000	-1.700000	2.849030
-10.599000	-55.761000	-0.504000	1.392580
-11.670000	-55.947000	-1.722000	3.707830
-11.704000	-55.928000	-1.809000	3.604650
-10.555000	-55.484000	-0.349000	1.469770
-10.499000	-55.410000	-0.323000	1.465980
-11.662000	-55.600000	-0.620000	2.083820
-11.721000	-55.616000	-0.677000	2.094820
-11.218000	-54.975000	-0.152000	1.660800
-11.301000	-55.006000	-0.172000	1.696390
-11.108000	-56.274000	-1.943000	1.470960
-10.498000	-55.101000	-0.207000	1.465090
-12.042000	-55.738000	-1.311000	2.288450
-11.923000	-55.698000	-1.010000	2.307900
-11.982000	-55.701000	-1.084000	2.201390
-12.039000	-55.703000	-1.160000	2.127310
-10.343000	-55.894000	-0.685000	1.269120
-11.985000	-55.793000	-1.537000	2.772520
-12.037000	-55.764000	-1.466000	2.485160
-11.781000	-55.627000	-0.740000	2.143710
-11.843000	-55.635000	-0.805000	2.189790
-11.905000	-55.642000	-0.873000	2.178730
-11.242000	-56.216000	-1.897000	1.677650
-10.967000	-56.326000	-1.985000	1.309580
-10.364000	-56.363000	-1.549000	0.498497
-11.447000	-55.214000	-0.284000	1.901200
-10.708000	-54.876000	-0.112000	1.472480
-11.617000	-55.523000	-0.519000	1.984660
-11.381000	-55.117000	-0.222000	1.701250
-11.035000	-54.895000	-0.121000	1.651000
-10.947000	-54.839000	-0.106000	1.664670
-11.914000	-55.822000	-1.856000	3.097170
-11.829000	-55.860000	-1.901000	3.277290
-11.498000	-55.324000	-0.354000	2.060820
-10.850000	-54.818000	-0.095000	1.556300
-11.557000	-55.427000	-0.435000	2.121850
-10.898000	-54.742000	-0.078000	1.648430
-10.974000	-54.752000	-0.086000	1.717070
-11.904000	-55.817000	-1.948000	3.066670
-10.006000	-56.017000	-0.934000	0.494089
-10.554000	-54.930000	-0.142000	1.433000
-10.222000	-56.284000	-1.389000	0.364954
-10.014000	-56.129000	-1.117000	0.201576
-11.994000	-55.781000	-1.907000	2.846940
-11.986000	-55.792000	-1.796000	2.900070
-10.565000	-55.828000	-0.565000	1.361320
-11.594000	-55.994000	-1.712000	3.516160
-10.167000	-56.244000	-1.313000	0.267848
-11.135000	-54.925000	-0.132000	1.626000
-11.035000	-54.803000	-0.100000	1.679200
-10.256000	-56.319000	-1.465000	0.442209
-10.288000	-56.350000	-1.530000	0.477315
-10.523000	-56.448000	-1.835000	0.572521
-10.547000	-56.455000	-1.930000	0.572521
-9.980000	-56.074000	-1.025000	0.307277
-10.046000	-56.175000	-1.201000	0.109586
-10.034000	-55.960000	-0.852000	0.686493
-10.445000	-55.332000	-0.298000	1.449060
-10.904000	-56.346000	-2.052000	1.248490
-10.248000	-55.895000	-0.715000	1.230400
-11.626000	-55.971000	-1.801000	3.672490
-10.155000	-55.897000	-0.746000	1.104710
-11.319000	-56.174000	-1.919000	1.871820
-10.533000	-55.699000	-0.465000	1.364090
-10.466000	-55.834000	-0.585000	1.277790
-11.741000	-55.906000	-1.896000	3.449480
-12.021000	-55.783000	-1.626000	2.680550
-12.076000	-55.759000	-1.553000	2.365350
-11.224000	-54.896000	-0.132000	1.660960
-11.300000	-54.920000	-0.146000	1.688420
-11.483000	-56.077000	-1.780000	2.531620
-11.440000	-56.104000	-1.859000	2.290650
-11.052000	-56.295000	-2.016000	1.372000
-10.991000	-56.313000	-2.089000	1.316220
-10.614000	-54.854000	-0.111000	1.434420
-11.463000	-55.139000	-0.246000	1.745950
-11.688000	-55.536000	-0.571000	2.050510
-11.755000	-55.551000	-0.625000	2.061770
-10.444000	-55.172000	-0.241000	1.487140
-10.511000	-55.557000	-0.389000	1.426770
-10.452000	-55.485000	-0.360000	1.398100
-10.663000	-56.430000	-2.054000	0.753855
-10.753000	-56.405000	-2.085000	0.871653
-10.369000	-55.839000	-0.609000	1.215710
-12.092000	-55.703000	-1.240000	2.057530
-11.967000	-55.649000	-0.943000	2.145110
-12.028000	-55.655000	-1.015000	2.090400
-12.085000	-55.659000	-1.091000	2.063750
-11.384000	-55.033000	-0.192000	1.709900
-11.519000	-55.244000	-0.319000	2.007270
-12.089000	-55.735000	-1.394000	2.160480
-11.635000	-55.448000	-0.478000	2.100340
-11.576000	-55.349000	-0.395000	2.116890
-11.821000	-55.568000	-0.681000	2.001130
-11.884000	-55.578000	-0.744000	2.030200
-11.947000	-55.587000	-0.810000	2.052500
-10.380000	-56.398000	-1.634000	0.512975
-10.405000	-56.424000	-1.723000	0.530241
-10.759000	-54.801000	-0.089000	1.491400
-10.809000	-54.726000	-0.066000	1.533940
-12.079000	-55.751000	-1.830000	2.541050
-12.079000	-55.738000	-1.939000	2.576930
-12.138000	-55.719000	-1.893000	2.323990
-11.189000	-56.236000	-1.969000	1.607680
-10.478000	-54.968000	-0.163000	1.414070
-10.456000	-55.030000	-0.188000	1.432280
-11.839000	-55.846000	-1.992000	3.246650
-11.770000	-55.882000	-1.983000	3.385190
-10.145000	-56.279000	-1.397000	0.332534
-9.920000	-56.109000	-1.107000	0.188871
-11.957000	-55.787000	-1.997000	2.904140
-9.875000	-56.059000	-1.036000	0.262720
-9.839000	-56.091000	-1.103000	0.260578
-9.850000	-56.132000	-1.179000	0.263214
-9.768000	-56.091000	-1.137000	0.323510
-10.957000	-54.663000	-0.058000	1.660510
-12.051000	-55.770000	-1.722000	2.625220
-10.498000	-55.768000	-0.522000	1.313110
-9.949000	-56.155000	-1.188000	0.142435
-11.553000	-56.023000	-1.791000	3.290070
-10.170000	-56.312000	-1.467000	0.404698
-10.201000	-56.350000	-1.552000	0.471257
-10.280000	-56.382000	-1.616000	0.498606
-11.103000	-54.844000	-0.112000	1.657200
-12.209000	-55.685000	-1.910000	2.185180
-12.176000	-55.712000	-1.824000	2.187080
-12.285000	-55.646000	-1.930000	2.168360
-12.260000	-55.671000	-1.840000	2.109610
-9.908000	-56.016000	-0.959000	0.356419
-9.937000	-55.965000	-0.878000	0.491620
-10.429000	-56.442000	-1.815000	0.561134
-10.453000	-56.450000	-1.908000	0.619130
-10.836000	-56.362000	-2.116000	1.166090
-10.399000	-55.773000	-0.542000	1.243790
-11.042000	-54.712000	-0.076000	1.657340
-10.923000	-56.330000	-2.153000	1.271060
-10.060000	-55.904000	-0.773000	0.856650
-9.966000	-55.909000	-0.800000	0.626478
-10.273000	-55.839000	-0.637000	1.190350
-10.179000	-55.840000	-0.667000	1.132040
-10.470000	-55.631000	-0.432000	1.361030
-10.409000	-55.560000	-0.402000	1.351560
-10.311000	-56.410000	-1.710000	0.549158
-10.571000	-56.444000	-2.025000	0.721909
-11.394000	-56.128000	-1.937000	2.148000
-12.131000	-55.730000	-1.480000	2.105250
-10.390000	-55.079000	-0.216000	1.427080
-10.397000	-55.408000	-0.334000	1.373080
-10.393000	-55.250000	-0.276000	1.445240
-12.109000	-55.747000	-1.644000	2.313680
-11.511000	-56.050000	-1.872000	2.963840
-11.661000	-55.952000	-1.889000	3.541660
-11.692000	-55.927000	-1.976000	3.434250
-11.891000	-55.811000	-2.052000	3.030830
-11.800000	-55.852000	-2.076000	3.221120
-11.721000	-55.902000	-2.063000	3.198210
-11.268000	-56.195000	-1.993000	1.792250
-10.068000	-56.221000	-1.288000	0.183430
-11.711000	-55.466000	-0.524000	2.068740
-11.783000	-55.483000	-0.574000	2.040500
-11.466000	-55.059000	-0.213000	1.710870
-10.388000	-54.968000	-0.179000	1.400410
-10.454000	-54.893000	-0.142000	1.390650
-10.520000	-54.828000	-0.113000	1.414500
-11.135000	-56.258000	-2.043000	1.488640
-12.141000	-55.703000	-1.322000	1.984230
-12.140000	-55.661000	-1.169000	2.022830
-12.009000	-55.595000	-0.878000	2.060890
-12.070000	-55.601000	-0.949000	2.050760
-12.130000	-55.608000	-1.023000	2.030780
-12.024000	-55.753000	-2.008000	2.801870
-12.155000	-55.700000	-1.974000	2.251080
-12.229000	-55.657000	-1.998000	2.258730
-10.592000	-56.425000	-2.119000	0.848456
-10.682000	-56.409000	-2.150000	0.888189
-10.860000	-54.650000	-0.047000	1.617470
-10.077000	-56.260000	-1.372000	0.306268
-11.853000	-55.500000	-0.629000	1.980260
-11.920000	-55.515000	-0.687000	1.964170
-11.986000	-55.526000	-0.749000	1.972590
-11.189000	-54.822000	-0.112000	1.645130
-11.383000	-54.945000	-0.164000	1.712230
-11.288000	-54.834000	-0.123000	1.683380
-9.782000	-56.052000	-1.056000	0.287855
-9.889000	-56.179000	-1.256000	0.310520
-9.815000	-56.160000	-1.252000	0.392950
-9.758000	-56.127000	-1.215000	0.410246
-11.077000	-56.276000	-2.119000	1.374130
-10.668000	-54.780000	-0.082000	1.420130
-10.719000	-54.706000	-0.057000	1.455280
-11.596000	-55.271000	-0.355000	2.048340
