X[m]	Y[m]	Z[m]	WSS[Pa]
-4.503000	-26.894000	-6.359000	1.477720
-4.637000	-26.893000	-6.257000	1.606510
-4.240000	-29.539000	-5.204000	0.630346
-4.381000	-29.459000	-5.229000	0.695797
-5.077000	-28.286000	-5.510000	1.596400
-3.676000	-28.778000	-6.575000	0.264595
-4.614000	-29.071000	-5.668000	0.888616
-4.024000	-27.766000	-6.755000	0.490204
-4.673000	-26.771000	-6.169000	1.687920
-4.539000	-26.769000	-6.273000	1.662970
-4.515000	-29.337000	-5.299000	0.827531
-3.548000	-28.697000	-6.649000	0.185789
-4.625000	-29.140000	-5.506000	0.912658
-4.951000	-28.613000	-5.510000	1.423210
-3.557000	-29.435000	-5.788000	0.373992
-3.361000	-29.302000	-5.975000	0.310685
-3.318000	-29.189000	-6.121000	0.254613
-3.502000	-28.308000	-6.813000	0.081631
-3.330000	-29.075000	-6.264000	0.234410
-4.530000	-29.389000	-5.136000	0.748041
-4.438000	-29.478000	-5.072000	0.667478
-4.307000	-29.553000	-5.061000	0.592080
-3.759000	-29.512000	-5.589000	0.490174
-3.877000	-27.684000	-6.789000	0.527957
-3.492000	-28.932000	-6.441000	0.257565
-4.795000	-28.856000	-5.584000	1.122030
-4.888000	-28.772000	-5.466000	1.289020
-4.123000	-27.535000	-6.706000	0.773475
-4.151000	-27.400000	-6.678000	0.909270
-3.459000	-28.455000	-6.768000	0.131042
-4.177000	-27.246000	-6.640000	1.059280
-3.340000	-28.965000	-6.391000	0.198698
-3.499000	-28.030000	-6.851000	0.183166
-4.105000	-29.570000	-5.244000	0.610375
-4.345000	-27.062000	-6.516000	1.280270
-4.363000	-26.908000	-6.448000	1.448710
-3.906000	-29.565000	-5.386000	0.548352
-5.096000	-28.373000	-5.388000	1.503440
-4.581000	-26.652000	-6.183000	1.726780
-3.549000	-27.763000	-6.846000	0.475944
-4.679000	-27.939000	-6.349000	0.951978
-4.782000	-27.997000	-6.212000	1.107000
-4.873000	-28.054000	-6.064000	1.259610
-4.952000	-28.095000	-5.903000	1.471080
-5.025000	-28.121000	-5.735000	1.610560
-4.755000	-27.678000	-6.311000	1.107870
-4.763000	-26.898000	-6.147000	1.664160
-5.092000	-28.146000	-5.567000	1.660150
-4.796000	-27.414000	-6.271000	1.196990
-4.799000	-27.154000	-6.209000	1.486100
-4.707000	-26.642000	-6.077000	1.661000
-4.010000	-27.602000	-6.747000	0.692358
-3.516000	-28.823000	-6.554000	0.201163
-4.721000	-29.004000	-5.545000	1.021080
-4.393000	-26.765000	-6.366000	1.589250
-4.442000	-26.643000	-6.275000	1.724930
-3.388000	-28.167000	-6.830000	0.172606
-3.340000	-28.335000	-6.790000	0.137549
-5.037000	-28.531000	-5.391000	1.402590
-3.595000	-29.505000	-5.639000	0.401478
-4.976000	-28.684000	-5.355000	1.377070
-4.630000	-29.209000	-5.347000	0.924134
-4.636000	-29.273000	-5.189000	0.855855
-3.396000	-29.397000	-5.832000	0.322363
-4.501000	-26.532000	-6.178000	1.739260
-4.616000	-26.543000	-6.099000	1.674400
-3.418000	-28.599000	-6.705000	0.130793
-3.357000	-28.857000	-6.514000	0.170943
-3.782000	-29.559000	-5.439000	0.520597
-3.206000	-29.251000	-5.999000	0.225497
-3.163000	-29.169000	-6.104000	0.191058
-3.183000	-29.092000	-6.211000	0.169977
-3.739000	-27.609000	-6.808000	0.617608
-3.625000	-27.664000	-6.831000	0.574122
-3.191000	-28.991000	-6.336000	0.136930
-4.005000	-27.437000	-6.727000	0.850408
-4.026000	-27.277000	-6.694000	1.031340
-3.443000	-27.875000	-6.853000	0.387205
-4.821000	-28.925000	-5.417000	1.133720
-4.198000	-27.088000	-6.590000	1.256950
-4.540000	-29.430000	-4.968000	0.689198
-4.418000	-29.518000	-4.931000	0.621796
-4.304000	-29.584000	-4.907000	0.556464
-4.217000	-26.931000	-6.526000	1.412480
-4.149000	-29.604000	-5.093000	0.570053
-3.954000	-29.600000	-5.263000	0.556665
-5.151000	-28.188000	-5.385000	1.613260
-5.052000	-28.604000	-5.256000	1.344220
-3.383000	-28.734000	-6.618000	0.149345
-4.736000	-29.071000	-5.381000	1.015410
-3.855000	-27.497000	-6.772000	0.774685
-5.111000	-28.474000	-5.245000	1.423280
-5.166000	-28.313000	-5.237000	1.538960
-4.243000	-26.775000	-6.450000	1.614930
-4.278000	-26.616000	-6.358000	1.708920
-4.370000	-26.513000	-6.252000	1.770510
-3.289000	-28.483000	-6.737000	0.114735
-3.250000	-28.630000	-6.669000	0.133610
-4.735000	-29.142000	-5.228000	0.980793
-3.239000	-29.344000	-5.867000	0.262201
-3.334000	-27.992000	-6.842000	0.349302
-3.432000	-29.478000	-5.685000	0.317758
-3.877000	-27.319000	-6.738000	1.002060
-3.628000	-29.551000	-5.484000	0.446202
-3.805000	-29.604000	-5.289000	0.512158
-4.915000	-28.832000	-5.298000	1.263770
-5.009000	-28.726000	-5.192000	1.286280
-3.054000	-29.192000	-6.024000	0.135443
-3.041000	-29.101000	-6.148000	0.111376
-3.045000	-29.008000	-6.272000	0.094184
-3.203000	-28.882000	-6.457000	0.134140
-3.052000	-28.902000	-6.394000	0.121563
-4.045000	-27.118000	-6.649000	1.258090
-4.064000	-26.959000	-6.592000	1.432100
-4.645000	-29.323000	-5.026000	0.784882
-3.601000	-27.536000	-6.819000	0.768687
-3.490000	-27.617000	-6.836000	0.701062
-3.387000	-27.720000	-6.845000	0.625528
-4.186000	-29.622000	-4.943000	0.525637
-4.366000	-29.558000	-4.785000	0.600104
-4.515000	-29.464000	-4.789000	0.675381
-3.999000	-29.632000	-5.120000	0.538208
-3.245000	-28.230000	-6.800000	0.229457
-5.217000	-28.157000	-5.208000	1.659410
-4.555000	-26.414000	-6.069000	1.674110
-4.770000	-27.834000	-6.264000	1.103690
-4.866000	-27.884000	-6.121000	1.262810
-4.949000	-27.927000	-5.968000	1.471760
-5.024000	-27.961000	-5.808000	1.662540
-5.095000	-27.989000	-5.643000	1.724190
-5.159000	-28.015000	-5.473000	1.745520
-5.217000	-28.023000	-5.306000	1.729680
-4.832000	-27.565000	-6.228000	1.224250
-4.799000	-26.771000	-6.055000	1.659850
-4.856000	-27.297000	-6.178000	1.442620
-4.843000	-27.032000	-6.118000	1.606380
-4.715000	-26.489000	-5.982000	1.661700
-5.263000	-28.023000	-5.162000	1.674270
-4.643000	-26.352000	-5.955000	1.679620
-3.222000	-28.761000	-6.568000	0.149601
-4.842000	-28.990000	-5.234000	1.118540
-3.708000	-27.477000	-6.796000	0.824695
-4.435000	-26.426000	-6.163000	1.712900
-4.087000	-26.802000	-6.525000	1.603070
-3.272000	-29.430000	-5.723000	0.265939
-3.161000	-28.352000	-6.753000	0.216910
-3.085000	-29.281000	-5.896000	0.169558
-4.633000	-26.233000	-5.875000	1.682770
-4.526000	-26.266000	-5.995000	1.685770
-3.066000	-28.784000	-6.508000	0.149422
-3.893000	-27.154000	-6.698000	1.220670
-4.115000	-26.644000	-6.449000	1.746520
-4.949000	-28.868000	-5.127000	1.216930
-3.279000	-27.830000	-6.841000	0.558917
-3.658000	-29.590000	-5.328000	0.477775
-5.105000	-28.594000	-5.100000	1.329620
-5.174000	-28.420000	-5.096000	1.434710
-3.907000	-26.992000	-6.648000	1.423820
-3.123000	-28.510000	-6.688000	0.191829
-4.642000	-29.354000	-4.855000	0.765839
-3.468000	-29.538000	-5.529000	0.353700
-2.915000	-29.115000	-6.063000	0.049253
-2.906000	-29.018000	-6.192000	0.098279
-3.227000	-27.671000	-6.832000	0.771054
-3.338000	-27.559000	-6.832000	0.847029
-3.459000	-27.464000	-6.820000	0.937840
-4.039000	-29.654000	-4.968000	0.496303
-4.735000	-29.203000	-5.074000	0.908795
-3.733000	-27.353000	-6.773000	0.999611
-3.220000	-28.093000	-6.817000	0.333864
-5.229000	-28.262000	-5.078000	1.515120
-2.907000	-28.915000	-6.318000	0.154147
-4.222000	-29.617000	-4.791000	0.542203
-4.634000	-29.362000	-4.686000	0.772652
-4.533000	-29.439000	-4.629000	0.708764
-4.417000	-29.518000	-4.646000	0.627595
-3.845000	-29.643000	-5.145000	0.487381
-2.997000	-28.396000	-6.692000	0.309261
-3.023000	-28.274000	-6.736000	0.360792
-4.520000	-26.153000	-5.918000	1.651370
-4.251000	-26.463000	-6.296000	1.731210
-3.298000	-27.384000	-6.808000	1.137860
-3.089000	-28.653000	-6.608000	0.186046
-3.110000	-28.191000	-6.780000	0.335151
-4.318000	-26.373000	-6.209000	1.715040
-4.420000	-26.305000	-6.102000	1.676440
-3.591000	-27.393000	-6.800000	0.998537
-4.809000	-29.090000	-5.113000	1.036850
-3.307000	-29.505000	-5.573000	0.279422
-3.927000	-26.833000	-6.588000	1.605450
-3.954000	-26.675000	-6.520000	1.714920
-5.043000	-28.753000	-5.027000	1.236590
-5.123000	-28.648000	-4.927000	1.234130
-5.178000	-28.504000	-4.957000	1.295380
-4.134000	-26.486000	-6.369000	1.735710
-3.983000	-26.516000	-6.447000	1.752700
-3.116000	-29.369000	-5.758000	0.207766
-3.178000	-27.510000	-6.811000	1.034200
-2.961000	-28.535000	-6.626000	0.269484
-2.776000	-29.028000	-6.100000	0.112838
-2.771000	-28.924000	-6.229000	0.187465
-2.935000	-29.209000	-5.930000	0.075926
-2.915000	-28.801000	-6.436000	0.193073
-2.771000	-28.814000	-6.353000	0.235502
-3.453000	-27.307000	-6.797000	1.166680
-4.891000	-28.996000	-5.047000	1.124830
-4.273000	-29.585000	-4.648000	0.594080
-2.883000	-28.270000	-6.692000	0.442418
-2.960000	-28.149000	-6.745000	0.475868
-4.741000	-29.237000	-4.913000	0.885292
-4.739000	-29.254000	-4.747000	0.864922
-3.692000	-29.631000	-5.175000	0.474157
-3.744000	-27.195000	-6.739000	1.209100
-3.753000	-27.032000	-6.696000	1.410730
-3.886000	-29.669000	-4.993000	0.470580
-3.168000	-27.939000	-6.822000	0.508668
-3.115000	-27.782000	-6.817000	0.712493
-3.504000	-29.578000	-5.370000	0.385238
-4.077000	-29.652000	-4.812000	0.493195
-4.604000	-29.358000	-4.511000	0.780393
-4.467000	-29.463000	-4.505000	0.679670
-4.391000	-26.147000	-6.019000	1.640780
-5.237000	-28.355000	-4.944000	1.363920
-3.122000	-27.361000	-6.785000	1.257020
-3.202000	-27.261000	-6.782000	1.331770
-4.853000	-27.722000	-6.176000	1.270560
-4.940000	-27.763000	-6.029000	1.496450
-5.017000	-27.798000	-5.873000	1.684860
-5.089000	-27.829000	-5.714000	1.768230
-5.158000	-27.855000	-5.550000	1.812810
-4.825000	-26.636000	-5.959000	1.696730
-4.898000	-27.446000	-6.136000	1.461790
-5.221000	-27.872000	-5.381000	1.780380
-4.762000	-26.350000	-5.837000	1.657330
-4.906000	-27.175000	-6.082000	1.606780
-4.882000	-26.906000	-6.025000	1.687090
-5.276000	-28.109000	-5.050000	1.550490
-5.285000	-27.876000	-5.198000	1.691360
-4.594000	-26.093000	-5.800000	1.581710
-2.932000	-28.674000	-6.541000	0.225586
-3.598000	-27.244000	-6.773000	1.178020
-4.825000	-29.117000	-4.969000	1.009630
-3.060000	-28.044000	-6.789000	0.478951
-4.281000	-26.230000	-6.149000	1.661880
-4.166000	-26.323000	-6.270000	1.682290
-3.063000	-27.624000	-6.803000	0.939146
-3.015000	-27.469000	-6.775000	1.221930
-4.009000	-26.357000	-6.363000	1.653770
-3.150000	-29.444000	-5.608000	0.227382
-3.763000	-26.867000	-6.642000	1.586370
-3.789000	-26.708000	-6.579000	1.726900
-3.825000	-26.550000	-6.510000	1.762780
-2.964000	-29.295000	-5.790000	0.121499
-3.345000	-29.548000	-5.412000	0.322760
-2.791000	-29.126000	-5.966000	0.041160
-2.642000	-28.929000	-6.129000	0.232094
-2.639000	-28.820000	-6.255000	0.291246
-4.981000	-28.888000	-4.951000	1.162400
-5.066000	-28.778000	-4.853000	1.153020
-3.730000	-29.659000	-5.021000	0.452460
-2.784000	-28.689000	-6.462000	0.283048
-4.457000	-26.032000	-5.882000	1.533890
-3.539000	-29.608000	-5.211000	0.424136
-3.004000	-27.891000	-6.789000	0.676469
-2.838000	-28.407000	-6.629000	0.384918
-2.718000	-28.261000	-6.625000	0.551187
-2.807000	-28.124000	-6.696000	0.601090
-3.323000	-27.213000	-6.781000	1.336620
-3.187000	-27.125000	-6.755000	1.435660
-3.071000	-27.213000	-6.754000	1.391450
-4.512000	-29.396000	-4.374000	0.739872
-4.611000	-29.309000	-4.367000	0.822785
-4.724000	-29.254000	-4.580000	0.861141
-4.701000	-29.235000	-4.422000	0.886168
-3.925000	-29.673000	-4.836000	0.449485
-4.831000	-29.135000	-4.806000	0.961666
-5.289000	-28.201000	-4.921000	1.396510
-5.180000	-28.561000	-4.829000	1.225680
-5.236000	-28.441000	-4.810000	1.247380
-3.604000	-27.083000	-6.735000	1.389370
-4.121000	-29.630000	-4.657000	0.548636
-4.328000	-29.543000	-4.506000	0.593758
-2.659000	-28.085000	-6.636000	0.729424
-2.586000	-28.180000	-6.580000	0.690593
-2.808000	-28.552000	-6.553000	0.332492
-4.914000	-29.015000	-4.875000	1.050160
-3.460000	-27.145000	-6.765000	1.341370
-2.900000	-28.003000	-6.748000	0.636628
-3.606000	-26.916000	-6.688000	1.546030
-3.605000	-26.737000	-6.628000	1.712740
-3.666000	-26.581000	-6.558000	1.775270
-4.024000	-26.198000	-6.271000	1.617870
-4.150000	-26.170000	-6.190000	1.609780
-4.227000	-26.078000	-6.085000	1.599680
-4.316000	-25.987000	-5.961000	1.514780
-3.187000	-29.502000	-5.452000	0.265563
-2.996000	-29.373000	-5.643000	0.171240
-2.652000	-29.033000	-5.997000	0.164893
-5.291000	-28.294000	-4.786000	1.247910
-2.688000	-28.424000	-6.553000	0.464029
-4.383000	-29.480000	-4.369000	0.653748
-3.769000	-29.674000	-4.864000	0.450860
-2.966000	-27.316000	-6.746000	1.370170
-2.815000	-29.216000	-5.826000	0.040923
-4.999000	-28.902000	-4.774000	1.110830
-2.644000	-28.701000	-6.371000	0.342983
-2.571000	-28.308000	-6.536000	0.592559
-5.140000	-28.665000	-4.759000	1.145180
-5.209000	-28.537000	-4.689000	1.154910
-3.575000	-29.637000	-5.053000	0.451872
-2.951000	-27.735000	-6.779000	0.882743
-2.902000	-27.578000	-6.756000	1.143840
-3.318000	-27.053000	-6.747000	1.463740
-3.383000	-29.580000	-5.250000	0.376993
-4.174000	-29.594000	-4.509000	0.572862
-4.235000	-29.544000	-4.366000	0.595213
-2.743000	-27.965000	-6.693000	0.764998
-3.967000	-29.660000	-4.676000	0.475564
-2.925000	-27.161000	-6.710000	1.547660
-3.041000	-27.062000	-6.720000	1.563950
-4.823000	-29.139000	-4.639000	0.958377
-3.852000	-26.394000	-6.436000	1.700410
-4.803000	-29.132000	-4.474000	0.981257
-4.557000	-29.316000	-4.245000	0.794503
-4.665000	-29.219000	-4.271000	0.891408
-2.513000	-28.822000	-6.149000	0.334292
-2.514000	-28.055000	-6.566000	0.833959
-4.923000	-27.602000	-6.085000	1.492850
-4.850000	-26.508000	-5.856000	1.667640
-5.004000	-27.637000	-5.934000	1.677490
-5.079000	-27.668000	-5.779000	1.822080
-5.150000	-27.696000	-5.620000	1.851950
-5.216000	-27.719000	-5.459000	1.841180
-5.277000	-27.732000	-5.298000	1.769110
-4.953000	-27.323000	-6.040000	1.646260
-5.316000	-27.952000	-5.037000	1.603900
-5.334000	-28.042000	-4.899000	1.438410
-5.340000	-28.135000	-4.762000	1.286140
-4.723000	-26.184000	-5.744000	1.631440
-4.915000	-26.777000	-5.928000	1.716750
-4.950000	-27.049000	-5.987000	1.707520
-4.531000	-25.950000	-5.743000	1.507480
-4.386000	-25.887000	-5.824000	1.425800
-5.330000	-27.726000	-5.152000	1.725900
-5.331000	-28.233000	-4.623000	1.191740
-2.661000	-28.569000	-6.471000	0.402952
-5.274000	-28.392000	-4.651000	1.147750
-2.841000	-27.847000	-6.744000	0.829575
-4.919000	-29.024000	-4.701000	1.038520
-3.458000	-26.982000	-6.724000	1.508360
-3.874000	-26.239000	-6.354000	1.638870
-4.051000	-26.031000	-6.156000	1.527550
-4.160000	-25.926000	-6.018000	1.461390
-4.253000	-25.852000	-5.899000	1.396780
-2.544000	-28.447000	-6.466000	0.509169
-3.032000	-29.438000	-5.489000	0.234512
-2.846000	-29.294000	-5.678000	0.130558
-2.857000	-27.422000	-6.724000	1.362160
-2.814000	-27.266000	-6.692000	1.541460
-2.521000	-28.928000	-6.020000	0.270760
-2.671000	-29.129000	-5.859000	0.106312
-4.436000	-29.406000	-4.236000	0.710759
-4.300000	-29.483000	-4.228000	0.668039
-3.226000	-29.543000	-5.291000	0.339509
-3.810000	-29.674000	-4.703000	0.467402
-2.464000	-28.186000	-6.508000	0.736015
-2.588000	-27.928000	-6.623000	0.925708
-2.434000	-27.913000	-6.538000	1.052020
-2.374000	-28.052000	-6.480000	0.941839
-2.790000	-27.690000	-6.724000	1.080920
-3.613000	-29.659000	-4.895000	0.458639
-5.079000	-28.782000	-4.674000	1.086010
-5.152000	-28.647000	-4.588000	1.121610
-3.420000	-29.607000	-5.090000	0.452714
-4.769000	-29.119000	-4.315000	0.987274
-4.903000	-29.017000	-4.530000	1.037900
-3.448000	-26.819000	-6.674000	1.649670
-3.694000	-26.430000	-6.492000	1.706830
-4.013000	-29.632000	-4.515000	0.531261
-4.076000	-29.597000	-4.362000	0.597918
-2.512000	-28.707000	-6.270000	0.381497
-3.168000	-26.973000	-6.718000	1.610880
-3.527000	-26.593000	-6.586000	1.827810
-2.396000	-28.818000	-6.036000	0.370768
-5.295000	-28.335000	-4.483000	1.146010
-3.192000	-29.750000	-3.617000	3.080570
-3.083000	-29.748000	-3.678000	3.178090
-3.082000	-29.781000	-3.504000	3.069580
-2.970000	-29.766000	-3.605000	3.203950
-3.216000	-29.724000	-3.760000	2.919510
-3.082000	-29.718000	-3.835000	3.011700
-2.892000	-27.007000	-6.669000	1.665830
-4.606000	-29.218000	-4.130000	0.875613
-5.227000	-28.498000	-4.522000	1.124560
-2.523000	-28.581000	-6.376000	0.443905
-4.997000	-28.899000	-4.596000	1.077940
-3.304000	-26.894000	-6.703000	1.636790
-2.681000	-27.805000	-6.677000	1.017430
-3.853000	-29.658000	-4.539000	0.539795
-3.898000	-29.639000	-4.358000	0.680784
-3.753000	-29.655000	-4.280000	0.919057
-3.731000	-29.667000	-4.417000	0.746065
-3.891000	-26.085000	-6.262000	1.529760
-3.071000	-29.489000	-5.331000	0.330751
-2.433000	-28.324000	-6.447000	0.637587
-2.335000	-28.195000	-6.417000	0.819642
-2.514000	-27.762000	-6.594000	1.202850
-2.358000	-27.781000	-6.501000	1.307730
-2.279000	-27.910000	-6.434000	1.202130
-2.247000	-28.066000	-6.380000	1.065240
-3.347000	-29.695000	-3.940000	2.623070
-3.227000	-29.703000	-3.928000	2.705300
-3.371000	-29.703000	-3.820000	2.663120
-2.953000	-29.736000	-3.743000	3.291960
-4.492000	-29.320000	-4.108000	0.774138
-2.882000	-29.361000	-5.525000	0.225149
-3.675000	-29.658000	-4.149000	1.292430
-3.609000	-29.669000	-4.292000	1.096590
-3.341000	-29.686000	-4.054000	2.331160
-3.456000	-29.683000	-3.968000	2.288360
-3.495000	-29.675000	-4.144000	1.687050
-3.606000	-29.664000	-3.999000	1.786550
-2.534000	-29.029000	-5.886000	0.212738
-5.072000	-28.763000	-4.493000	1.108110
-3.326000	-29.727000	-3.653000	2.869560
-4.152000	-29.547000	-4.219000	0.660463
-2.746000	-27.531000	-6.697000	1.292520
-2.705000	-27.373000	-6.663000	1.510860
-3.838000	-29.633000	-4.177000	0.980881
-3.258000	-29.758000	-3.500000	2.958090
-2.392000	-28.707000	-6.159000	0.431915
-2.395000	-28.588000	-6.271000	0.500894
-4.365000	-29.409000	-4.095000	0.733188
-3.652000	-29.671000	-4.736000	0.505623
-2.404000	-28.922000	-5.907000	0.308307
-2.698000	-29.211000	-5.713000	0.119514
-3.015000	-26.907000	-6.677000	1.668310
-3.145000	-26.817000	-6.672000	1.673090
-3.457000	-29.634000	-4.931000	0.524414
-4.004000	-25.862000	-6.055000	1.438000
-4.113000	-25.764000	-5.911000	1.390470
-3.716000	-26.280000	-6.420000	1.645140
-2.776000	-27.111000	-6.650000	1.700780
