X[m]	Y[m]	Z[m]	WSS[Pa]
1.302000	-21.343000	-7.169000	0.432958
1.216000	-21.447000	-7.177000	0.352787
-0.054000	-20.514000	-6.956000	1.250180
1.571000	-21.204000	-7.079000	0.632034
1.503000	-21.283000	-7.108000	0.590825
2.157000	-21.669000	-6.633000	0.831548
0.389000	-21.369000	-7.186000	0.730280
0.492000	-21.462000	-7.190000	0.619756
0.600000	-21.551000	-7.189000	0.499568
0.703000	-21.639000	-7.176000	0.387259
2.557000	-21.396000	-5.978000	0.525555
1.850000	-20.453000	-6.472000	1.040700
1.541000	-20.282000	-6.571000	1.050240
-0.082000	-20.833000	-7.040000	1.186060
-0.125000	-20.716000	-6.998000	1.256050
2.530000	-21.745000	-5.912000	0.475997
2.498000	-21.851000	-5.978000	0.449885
2.426000	-21.937000	-6.171000	0.430785
2.565000	-21.518000	-5.907000	0.498152
2.187000	-21.788000	-6.573000	0.736376
0.124000	-20.152000	-6.781000	1.268870
1.666000	-21.196000	-7.033000	0.714453
0.086000	-21.068000	-7.126000	0.983164
-0.022000	-20.961000	-7.081000	1.092760
2.233000	-20.719000	-6.268000	0.838114
2.317000	-20.777000	-6.169000	0.759238
2.527000	-21.159000	-5.938000	0.591774
2.553000	-21.287000	-5.901000	0.556409
0.964000	-20.092000	-6.669000	1.107640
1.093000	-20.086000	-6.606000	1.089100
1.129000	-21.550000	-7.175000	0.275291
1.042000	-21.650000	-7.167000	0.197009
0.158000	-21.311000	-7.129000	0.893824
0.261000	-21.410000	-7.145000	0.816820
2.023000	-21.549000	-6.774000	0.903661
2.053000	-21.671000	-6.721000	0.877743
1.830000	-21.312000	-6.940000	0.837082
1.876000	-21.431000	-6.896000	0.894868
1.656000	-20.313000	-6.498000	1.056480
0.723000	-20.045000	-6.674000	1.164100
1.958000	-20.498000	-6.395000	1.014710
-0.075000	-20.401000	-6.894000	1.298970
0.240000	-20.098000	-6.751000	1.253280
0.360000	-20.055000	-6.714000	1.256140
0.482000	-20.018000	-6.668000	1.258960
-0.208000	-20.811000	-6.986000	1.258650
-0.166000	-20.933000	-7.020000	1.185690
1.423000	-21.380000	-7.130000	0.540363
1.339000	-21.482000	-7.141000	0.458803
2.443000	-20.965000	-6.066000	0.660730
2.209000	-21.903000	-6.505000	0.638003
0.366000	-21.506000	-7.152000	0.713538
1.613000	-21.309000	-7.061000	0.670151
2.296000	-22.011000	-6.334000	0.490856
2.349000	-22.032000	-6.221000	0.446007
1.768000	-20.350000	-6.423000	1.056350
1.325000	-20.170000	-6.592000	1.042080
0.014000	-20.217000	-6.804000	1.311020
2.062000	-20.547000	-6.316000	0.948128
2.550000	-21.639000	-5.841000	0.504558
2.448000	-21.956000	-6.037000	0.436024
1.448000	-20.189000	-6.521000	1.056840
0.472000	-21.598000	-7.151000	0.599081
0.579000	-21.687000	-7.144000	0.477043
2.080000	-21.791000	-6.660000	0.835307
2.379000	-22.057000	-6.091000	0.433704
2.564000	-21.408000	-5.834000	0.529489
-0.153000	-20.600000	-6.953000	1.296430
0.818000	-21.725000	-7.159000	0.242817
2.490000	-21.855000	-5.849000	0.491664
1.721000	-21.314000	-7.005000	0.771297
0.057000	-21.211000	-7.107000	0.983203
-0.041000	-21.114000	-7.076000	1.071520
-0.132000	-21.041000	-7.040000	1.139910
0.954000	-21.744000	-7.149000	0.152230
1.220000	-20.092000	-6.538000	1.097570
1.919000	-21.547000	-6.850000	0.930480
1.877000	-20.392000	-6.346000	1.033860
1.982000	-20.439000	-6.268000	0.965593
2.388000	-20.835000	-6.059000	0.683027
1.566000	-20.218000	-6.446000	1.058520
1.680000	-20.253000	-6.369000	1.063250
0.135000	-21.450000	-7.094000	0.872961
0.241000	-21.547000	-7.103000	0.786793
0.348000	-21.641000	-7.104000	0.692205
2.160000	-20.600000	-6.232000	0.865637
2.250000	-20.657000	-6.143000	0.772201
0.851000	-20.028000	-6.613000	1.179740
0.979000	-20.020000	-6.549000	1.176100
2.516000	-21.753000	-5.784000	0.510351
1.345000	-20.106000	-6.466000	1.093860
2.492000	-21.024000	-5.943000	0.620422
-0.092000	-20.291000	-6.823000	1.355110
0.366000	-19.967000	-6.609000	1.293790
0.244000	-20.006000	-6.654000	1.295680
0.124000	-20.056000	-6.691000	1.322720
0.608000	-19.988000	-6.616000	1.258010
1.252000	-21.584000	-7.143000	0.370143
1.163000	-21.683000	-7.138000	0.292632
1.540000	-21.412000	-7.082000	0.641353
1.459000	-21.515000	-7.095000	0.591275
0.456000	-21.733000	-7.099000	0.575721
2.105000	-21.909000	-6.591000	0.742806
-0.245000	-20.693000	-6.943000	1.337450
1.946000	-21.669000	-6.800000	0.920418
2.447000	-21.960000	-5.901000	0.473181
2.387000	-22.067000	-5.954000	0.458837
0.685000	-21.774000	-7.131000	0.340302
1.968000	-21.792000	-6.743000	0.886079
1.767000	-21.435000	-6.966000	0.826222
0.009000	-20.117000	-6.719000	1.380160
2.554000	-21.531000	-5.768000	0.533371
-0.502000	-19.392000	-5.735000	1.376710
-0.623000	-19.387000	-5.774000	1.236310
-0.544000	-19.300000	-5.656000	1.128800
-0.663000	-19.292000	-5.699000	0.993535
-0.436000	-19.358000	-5.666000	1.339930
-0.393000	-19.437000	-5.741000	1.660250
-0.501000	-19.476000	-5.829000	1.645910
2.219000	-22.009000	-6.431000	0.550720
-0.177000	-20.485000	-6.898000	1.345830
2.263000	-22.116000	-6.265000	0.475791
2.300000	-22.139000	-6.148000	0.447373
2.544000	-21.199000	-5.819000	0.564026
2.554000	-21.299000	-5.755000	0.559975
0.883000	-21.826000	-7.126000	0.144892
2.474000	-21.851000	-5.735000	0.521259
-0.289000	-20.909000	-6.963000	1.258480
-0.642000	-19.208000	-5.612000	0.840826
1.655000	-21.431000	-7.027000	0.747981
2.219000	-22.091000	-6.358000	0.510252
0.032000	-21.351000	-7.076000	0.970180
-0.069000	-21.252000	-7.051000	1.049800
-0.167000	-21.156000	-7.020000	1.127680
-0.257000	-21.045000	-6.983000	1.203640
1.809000	-21.555000	-6.918000	0.874841
1.852000	-21.653000	-6.866000	0.923323
1.107000	-20.021000	-6.481000	1.175440
1.234000	-20.034000	-6.409000	1.167440
2.325000	-20.716000	-6.046000	0.693809
2.082000	-20.491000	-6.187000	0.892584
2.174000	-20.547000	-6.103000	0.797711
1.073000	-21.778000	-7.124000	0.205445
0.983000	-21.864000	-7.103000	0.137795
0.334000	-21.774000	-7.046000	0.660822
0.225000	-21.681000	-7.049000	0.770265
0.734000	-19.967000	-6.558000	1.253050
0.862000	-19.959000	-6.492000	1.269860
0.118000	-21.585000	-7.045000	0.847136
-0.103000	-20.185000	-6.742000	1.428200
2.518000	-21.087000	-5.816000	0.591295
1.790000	-20.295000	-6.291000	1.053530
1.896000	-20.341000	-6.213000	1.001700
2.548000	-21.422000	-5.690000	0.560958
1.578000	-21.541000	-7.042000	0.717000
2.436000	-21.949000	-5.768000	0.513921
2.383000	-22.058000	-5.816000	0.494800
0.490000	-19.936000	-6.557000	1.308960
2.525000	-21.653000	-5.708000	0.541679
1.995000	-21.913000	-6.673000	0.840540
2.305000	-22.173000	-6.007000	0.452038
2.208000	-22.213000	-6.202000	0.481317
2.239000	-22.225000	-6.095000	0.458225
-0.758000	-19.330000	-5.767000	0.971499
-0.760000	-19.232000	-5.681000	0.807706
2.439000	-20.893000	-5.938000	0.654341
0.563000	-21.821000	-7.088000	0.437213
1.373000	-21.618000	-7.102000	0.498737
1.283000	-21.719000	-7.100000	0.415331
-0.276000	-20.575000	-6.895000	1.371260
0.248000	-19.924000	-6.546000	1.379620
0.127000	-19.967000	-6.589000	1.415190
0.008000	-20.022000	-6.625000	1.465820
-0.197000	-20.371000	-6.833000	1.403930
1.467000	-20.131000	-6.391000	1.084430
2.123000	-22.021000	-6.514000	0.651658
0.783000	-21.859000	-7.107000	0.215781
0.668000	-21.907000	-7.071000	0.305093
1.844000	-21.784000	-6.829000	0.895399
-0.328000	-19.383000	-5.639000	1.478250
-0.418000	-19.286000	-5.574000	1.156160
-0.521000	-19.197000	-5.538000	0.884744
1.584000	-20.164000	-6.313000	1.089700
-0.331000	-20.790000	-6.927000	1.341120
2.481000	-21.775000	-5.658000	0.555046
-0.363000	-20.987000	-6.933000	1.257090
2.529000	-21.172000	-5.687000	0.579110
-0.644000	-19.485000	-5.877000	1.493670
-0.752000	-19.133000	-5.592000	0.669232
-0.364000	-19.513000	-5.827000	1.950050
-0.870000	-19.166000	-5.666000	0.641500
2.165000	-22.187000	-6.317000	0.518670
2.136000	-22.122000	-6.423000	0.569001
1.696000	-21.558000	-6.981000	0.803025
1.741000	-21.693000	-6.919000	0.849309
2.476000	-20.956000	-5.816000	0.619204
2.495000	-21.029000	-5.696000	0.599103
2.524000	-21.547000	-5.630000	0.575709
2.484000	-21.674000	-5.577000	0.589640
1.997000	-20.391000	-6.134000	0.931992
-0.212000	-20.260000	-6.760000	1.457840
0.990000	-19.959000	-6.423000	1.281680
1.117000	-19.970000	-6.350000	1.276270
0.012000	-21.487000	-7.034000	0.951344
2.018000	-22.030000	-6.595000	0.747764
2.035000	-22.142000	-6.502000	0.653351
1.358000	-20.055000	-6.334000	1.157520
-0.092000	-21.388000	-7.014000	1.057420
1.881000	-21.914000	-6.752000	0.862454
2.255000	-20.608000	-6.015000	0.717066
-0.192000	-21.288000	-6.988000	1.118590
1.479000	-20.086000	-6.255000	1.145110
-0.301000	-20.458000	-6.837000	1.420500
-0.370000	-20.671000	-6.884000	1.369110
-0.401000	-20.551000	-6.835000	1.404070
2.532000	-21.307000	-5.613000	0.576159
0.616000	-19.913000	-6.499000	1.326990
0.742000	-19.901000	-6.435000	1.332750
0.371000	-19.890000	-6.495000	1.373640
-0.108000	-20.085000	-6.654000	1.505910
0.105000	-21.716000	-6.985000	0.849076
0.214000	-21.810000	-6.984000	0.744000
2.420000	-21.909000	-5.631000	0.553681
2.371000	-22.034000	-5.684000	0.524771
1.492000	-21.648000	-7.051000	0.642696
1.402000	-21.752000	-7.054000	0.547559
1.696000	-20.205000	-6.234000	1.069540
1.803000	-20.252000	-6.154000	1.032180
-0.632000	-19.108000	-5.516000	0.684586
0.884000	-21.933000	-7.077000	0.121084
0.774000	-21.985000	-7.045000	0.175523
0.443000	-21.863000	-7.034000	0.544514
-0.875000	-19.269000	-5.751000	0.770971
2.092000	-20.448000	-6.053000	0.845530
0.130000	-19.888000	-6.478000	1.538900
0.010000	-19.935000	-6.521000	1.569230
-0.758000	-19.426000	-5.851000	1.147010
-0.878000	-19.370000	-5.834000	0.910604
1.191000	-21.816000	-7.091000	0.328137
1.095000	-21.907000	-7.075000	0.245499
2.377000	-20.768000	-5.929000	0.684695
-0.290000	-21.187000	-6.957000	1.179780
2.315000	-22.164000	-5.862000	0.472734
0.552000	-21.949000	-7.019000	0.410569
-0.385000	-21.095000	-6.919000	1.230970
-0.410000	-20.888000	-6.903000	1.330710
-0.554000	-19.546000	-5.919000	1.808310
-0.427000	-19.574000	-5.929000	2.012060
-0.250000	-19.487000	-5.741000	1.959800
-0.261000	-19.581000	-5.894000	2.276980
2.207000	-22.289000	-6.001000	0.449203
2.156000	-22.304000	-6.121000	0.471911
-0.296000	-19.308000	-5.520000	1.272120
-0.336000	-19.633000	-5.995000	2.324370
-0.390000	-19.189000	-5.447000	0.906327
-0.867000	-19.060000	-5.579000	0.543196
-0.986000	-19.101000	-5.653000	0.513071
-0.987000	-18.991000	-5.565000	0.449661
-0.255000	-19.241000	-5.406000	1.073570
-0.226000	-19.663000	-6.027000	2.510320
-0.333000	-19.702000	-6.096000	2.460610
-0.219000	-19.735000	-6.149000	2.541770
-0.106000	-19.701000	-6.087000	2.514440
-0.103000	-19.765000	-6.214000	2.258530
-0.219000	-19.806000	-6.266000	2.275490
2.493000	-21.092000	-5.588000	0.592850
1.613000	-21.672000	-6.991000	0.762061
2.109000	-22.290000	-6.247000	0.512667
2.049000	-22.250000	-6.383000	0.573727
2.246000	-22.254000	-5.902000	0.453542
2.315000	-20.670000	-5.931000	0.696944
-0.118000	-19.635000	-5.953000	2.576050
-0.123000	-19.566000	-5.815000	2.466890
1.242000	-19.989000	-6.275000	1.254650
1.906000	-20.302000	-6.076000	0.960885
2.003000	-20.359000	-5.996000	0.880305
1.364000	-20.018000	-6.197000	1.228580
-0.003000	-21.620000	-6.979000	0.926981
-0.109000	-21.521000	-6.967000	1.048040
-0.212000	-21.421000	-6.946000	1.112350
-0.315000	-21.321000	-6.921000	1.157250
2.414000	-20.825000	-5.808000	0.664468
2.444000	-20.901000	-5.688000	0.625003
2.179000	-20.511000	-5.968000	0.759951
0.869000	-19.901000	-6.365000	1.350020
0.996000	-19.910000	-6.292000	1.354110
-0.205000	-19.410000	-5.597000	1.664320
-0.457000	-20.773000	-6.866000	1.362270
-0.496000	-20.652000	-6.824000	1.383400
1.907000	-22.033000	-6.674000	0.811508
2.453000	-20.982000	-5.573000	0.621059
2.513000	-21.437000	-5.551000	0.590988
-0.319000	-20.343000	-6.770000	1.475620
-0.424000	-20.432000	-6.774000	1.479220
-0.747000	-19.029000	-5.501000	0.557625
-0.414000	-21.221000	-6.889000	1.213800
0.495000	-19.865000	-6.438000	1.369360
0.621000	-19.850000	-6.375000	1.384630
0.994000	-21.987000	-7.050000	0.167891
0.885000	-22.054000	-7.017000	0.110305
0.251000	-19.851000	-6.428000	1.515480
-0.221000	-20.155000	-6.676000	1.541060
-0.443000	-19.661000	-6.044000	2.123210
-0.551000	-19.620000	-6.003000	1.970250
-0.664000	-19.576000	-5.969000	1.673950
1.309000	-21.852000	-7.049000	0.457275
1.211000	-21.948000	-7.037000	0.368458
1.520000	-21.779000	-7.000000	0.681042
-0.516000	-19.090000	-5.430000	0.681354
2.476000	-21.564000	-5.497000	0.618834
-0.864000	-18.953000	-5.489000	0.459813
2.429000	-21.801000	-5.534000	0.594012
-0.109000	-19.991000	-6.556000	1.620860
0.660000	-22.031000	-6.998000	0.267038
-1.106000	-19.039000	-5.638000	0.426110
-1.116000	-18.923000	-5.546000	0.372856
-0.984000	-18.881000	-5.475000	0.388703
-0.772000	-19.522000	-5.938000	1.322930
-0.887000	-19.469000	-5.915000	1.048350
0.324000	-21.901000	-6.975000	0.629142
0.434000	-21.988000	-6.961000	0.513021
0.544000	-22.072000	-6.942000	0.379886
-0.171000	-19.340000	-5.468000	1.398190
1.925000	-22.146000	-6.588000	0.734103
-0.990000	-19.209000	-5.736000	0.607858
-0.996000	-19.315000	-5.816000	0.727134
1.594000	-20.124000	-6.175000	1.107570
0.014000	-19.734000	-6.157000	2.234850
-0.104000	-19.831000	-6.336000	1.979740
0.015000	-19.792000	-6.285000	1.951030
-0.333000	-19.777000	-6.204000	2.449510
1.731000	-21.824000	-6.880000	0.854872
1.767000	-21.922000	-6.820000	0.850192
2.309000	-22.147000	-5.726000	0.492091
2.255000	-20.584000	-5.876000	0.719455
2.499000	-21.198000	-5.533000	0.596065
1.703000	-20.172000	-6.094000	1.081800
-0.471000	-20.997000	-6.877000	1.312690
-0.306000	-19.137000	-5.329000	0.777497
-0.210000	-19.191000	-5.309000	0.907512
0.095000	-21.843000	-6.917000	0.827020
2.349000	-22.009000	-5.569000	0.544498
2.106000	-22.383000	-6.015000	0.459449
0.012000	-19.858000	-6.408000	1.716210
-1.202000	-18.840000	-5.494000	0.329921
-1.243000	-18.906000	-5.554000	0.334901
0.133000	-19.820000	-6.358000	1.707060
-0.107000	-19.906000	-6.451000	1.753090
1.635000	-21.800000	-6.940000	0.786734
2.229000	-22.266000	-5.769000	0.455721
2.153000	-22.357000	-5.875000	0.436290
2.332000	-20.690000	-5.797000	0.698201
2.092000	-20.421000	-5.916000	0.821316
2.172000	-20.491000	-5.833000	0.751387
2.052000	-22.387000	-6.148000	0.491206
2.002000	-22.367000	-6.275000	0.540555
1.938000	-22.253000	-6.490000	0.647163
1.931000	-22.352000	-6.389000	0.588900
2.375000	-20.778000	-5.674000	0.670878
-0.106000	-19.498000	-5.674000	2.164180
2.427000	-21.691000	-5.450000	0.632522
-0.079000	-19.431000	-5.534000	1.773820
-0.014000	-21.748000	-6.916000	0.911037
-0.122000	-21.651000	-6.908000	1.000490
-0.228000	-21.552000	-6.894000	1.094380
-0.332000	-21.452000	-6.874000	1.141180
-0.436000	-21.351000	-6.849000	1.182780
-0.510000	-21.118000	-6.851000	1.268080
-0.537000	-21.248000	-6.817000	1.229650
1.121000	-19.929000	-6.217000	1.344600
1.244000	-19.956000	-6.139000	1.334720
-0.222000	-19.881000	-6.379000	2.004880
2.487000	-21.325000	-5.472000	0.621570
2.456000	-21.453000	-5.418000	0.659589
0.010000	-19.678000	-6.023000	2.544040
0.005000	-19.624000	-5.886000	2.728500
1.109000	-22.035000	-7.015000	0.282824
1.000000	-22.110000	-6.983000	0.199728
1.482000	-20.054000	-6.116000	1.184310
0.205000	-21.935000	-6.911000	0.716132
-1.099000	-18.808000	-5.447000	0.339408
-0.632000	-19.002000	-5.418000	0.554774
-0.747000	-18.921000	-5.409000	0.459405
1.595000	-20.100000	-6.034000	1.162650
-0.524000	-20.530000	-6.769000	1.471460
0.746000	-19.847000	-6.306000	1.411660
0.872000	-19.855000	-6.234000	1.434510
-0.336000	-19.856000	-6.310000	2.186770
2.394000	-20.862000	-5.560000	0.663987
-0.332000	-20.232000	-6.693000	1.555240
-0.441000	-20.317000	-6.703000	1.568000
-0.864000	-18.844000	-5.398000	0.391137
0.374000	-19.823000	-6.373000	1.497370
0.134000	-19.763000	-6.230000	1.955150
-0.225000	-20.056000	-6.585000	1.671250
0.498000	-19.807000	-6.311000	1.498140
-1.005000	-19.419000	-5.893000	0.845399
1.426000	-21.883000	-6.999000	0.587884
1.328000	-21.983000	-6.989000	0.498535
0.771000	-22.108000	-6.974000	0.141863
